"Result","year","team","ELOR"
"1890","1890","Scotland","1544.356"
"1890","1890","England","1524.634"
"1890","1890","Ireland","1471.096"
"1890","1890","Wales","1464.773"
"","","",""
"Result","year","team","ELOR"
"1891","1891","England","1596.211"
"1891","1891","Scotland","1594.933"
"1891","1891","Britain","1567.068"
"1891","1891","South Africa","1432.932"
"1891","1891","Wales","1422.721"
"1891","1891","Ireland","1383.578"
"","","",""
"Result","year","team","ELOR"
"1892","1892","Scotland","1650.772"
"1892","1892","England","1623.303"
"1892","1892","Wales","1371.435"
"1892","1892","Ireland","1357.344"
"","","",""
"Result","year","team","ELOR"
"1893","1893","England","1627.099"
"1893","1893","Scotland","1560.740"
"1893","1893","Wales","1418.228"
"1893","1893","Ireland","1361.318"
"","","",""
"Result","year","team","ELOR"
"1894","1894","England","1578.037"
"1894","1894","Scotland","1535.129"
"1894","1894","Wales","1452.969"
"1894","1894","Ireland","1429.008"
"","","",""
"Result","year","team","ELOR"
"1895","1895","England","1587.169"
"1895","1895","Scotland","1576.810"
"1895","1895","Ireland","1417.312"
"1895","1895","Wales","1412.683"
"","","",""
"Result","year","team","ELOR"
"1896","1896","Britain","1637.910"
"1896","1896","Scotland","1566.380"
"1896","1896","England","1543.299"
"1896","1896","Ireland","1471.806"
"1896","1896","Wales","1422.418"
"1896","1896","South Africa","1362.090"
"","","",""
"Result","year","team","ELOR"
"1897","1897","Scotland","1580.805"
"1897","1897","Ireland","1498.950"
"1897","1897","Wales","1473.214"
"1897","1897","England","1454.513"
"","","",""
"Result","year","team","ELOR"
"1898","1898","Scotland","1601.553"
"1898","1898","Wales","1506.544"
"1898","1898","Ireland","1471.114"
"1898","1898","England","1466.622"
"","","",""
"Result","year","team","ELOR"
"1899","1899","Britain","1618.887"
"1899","1899","Scotland","1574.392"
"1899","1899","Ireland","1503.224"
"1899","1899","Wales","1500.342"
"1899","1899","Australia","1490.173"
"1899","1899","England","1412.479"
"","","",""
"Result","year","team","ELOR"
"1900","1900","Scotland","1557.454"
"1900","1900","Wales","1554.290"
"1900","1900","Ireland","1469.043"
"1900","1900","England","1380.862"
"","","",""
"Result","year","team","ELOR"
"1901","1901","Scotland","1621.141"
"1901","1901","Wales","1580.464"
"1901","1901","Ireland","1457.943"
"1901","1901","England","1361.517"
"","","",""
"Result","year","team","ELOR"
"1902","1902","Wales","1622.517"
"1902","1902","Scotland","1555.533"
"1902","1902","Ireland","1433.870"
"1902","1902","England","1362.937"
"","","",""
"Result","year","team","ELOR"
"1903","1903","Wales","1653.927"
"1903","1903","Britain","1649.436"
"1903","1903","Scotland","1574.374"
"1903","1903","New Zealand","1562.900"
"1903","1903","Ireland","1431.709"
"1903","1903","South Africa","1413.227"
"1903","1903","Australia","1374.436"
"1903","1903","England","1365.249"
"","","",""
"Result","year","team","ELOR"
"1904","1904","Wales","1662.974"
"1904","1904","Britain","1656.247"
"1904","1904","New Zealand","1606.307"
"1904","1904","Scotland","1584.530"
"1904","1904","England","1378.204"
"1904","1904","Ireland","1342.598"
"1904","1904","Australia","1317.541"
"","","",""
"Result","year","team","ELOR"
"1905","1905","Wales","1699.724"
"1905","1905","New Zealand","1669.271"
"1905","1905","Scotland","1533.606"
"1905","1905","Ireland","1431.960"
"1905","1905","England","1321.678"
"1905","1905","Australia","1286.663"
"","","",""
"Result","year","team","ELOR"
"1906","1906","New Zealand","1732.598"
"1906","1906","Wales","1697.879"
"1906","1906","Scotland","1501.829"
"1906","1906","South Africa","1499.054"
"1906","1906","Ireland","1439.202"
"1906","1906","France","1398.692"
"1906","1906","England","1324.056"
"","","",""
"Result","year","team","ELOR"
"1907","1907","New Zealand","1751.624"
"1907","1907","Wales","1620.344"
"1907","1907","Scotland","1560.907"
"1907","1907","Ireland","1433.672"
"1907","1907","England","1406.503"
"1907","1907","France","1304.759"
"1907","1907","Australia","1267.638"
"","","",""
"Result","year","team","ELOR"
"1908","1908","New Zealand","1776.336"
"1908","1908","Wales","1678.867"
"1908","1908","Scotland","1554.818"
"1908","1908","Anglo-Welsh","1478.193"
"1908","1908","England","1417.282"
"1908","1908","Ireland","1393.245"
"1908","1908","Australia","1261.944"
"1908","1908","France","1237.608"
"","","",""
"Result","year","team","ELOR"
"1909","1909","Wales","1725.081"
"1909","1909","Scotland","1557.908"
"1909","1909","England","1376.341"
"1909","1909","Ireland","1338.298"
"1909","1909","Australia","1323.494"
"1909","1909","France","1187.776"
"","","",""
"Result","year","team","ELOR"
"1910","1910","New Zealand","1741.820"
"1910","1910","Wales","1717.137"
"1910","1910","Britain","1614.146"
"1910","1910","South Africa","1576.230"
"1910","1910","Scotland","1573.787"
"1910","1910","England","1471.663"
"1910","1910","Australia","1367.719"
"1910","1910","Ireland","1322.433"
"1910","1910","France","1143.402"
"","","",""
"Result","year","team","ELOR"
"1911","1911","Wales","1771.495"
"1911","1911","England","1517.739"
"1911","1911","Scotland","1443.881"
"1911","1911","Ireland","1406.708"
"1911","1911","France","1122.839"
"","","",""
"Result","year","team","ELOR"
"1912","1912","South Africa","1694.666"
"1912","1912","Wales","1686.380"
"1912","1912","England","1577.648"
"1912","1912","USA","1451.194"
"1912","1912","Ireland","1445.245"
"1912","1912","Australia","1430.179"
"1912","1912","Scotland","1398.924"
"1912","1912","France","1081.005"
"","","",""
"Result","year","team","ELOR"
"1913","1913","South Africa","1766.122"
"1913","1913","New Zealand","1715.201"
"1913","1913","England","1614.732"
"1913","1913","Wales","1592.204"
"1913","1913","Australia","1441.278"
"1913","1913","Scotland","1406.432"
"1913","1913","USA","1400.797"
"1913","1913","Ireland","1366.232"
"1913","1913","France","1037.877"
"","","",""
